loss,accuracy,recall_2,precision_2,val_precision_2,val_recall_2,val_loss,val_accuracy
0.2480733880138082,0.89303964,0.88657975,0.89828694,0.9707602,0.9378531,0.143967823414816,0.9548023
0.12051795078597405,0.9555947,0.9489257,0.9617994,0.9578652,0.96327686,0.09851314619941226,0.96045196
0.08259556710982638,0.97022027,0.96477634,0.9754273,0.9586777,0.9830508,0.0793277842576726,0.970339
0.06373743233242224,0.97603524,0.9753434,0.97671956,0.9171123,0.96892655,0.12698574933831153,0.94067794
0.05039518394134118,0.9813216,0.98238814,0.98031634,0.9801136,0.9745763,0.054481386320170876,0.97740114
0.036933487351667876,0.98555064,0.98520607,0.9859006,0.98507464,0.9322034,0.11384390310336978,0.95903957
0.03699088271231378,0.98696035,0.9862628,0.9876543,0.97151,0.96327686,0.0836161881722089,0.9675141
0.03392682177986999,0.98837006,0.98908067,0.9876891,0.9661017,0.9661017,0.09433949839239572,0.9661017
0.03063939627106117,0.9894273,0.9894329,0.9894329,0.96132594,0.9830508,0.0650185741363146,0.9717514
0.03670503811360981,0.98696035,0.9883762,0.98559886,0.9631728,0.96045196,0.08599036522893666,0.9618644
0.025001657337015946,0.99154186,0.99295527,0.9901651,0.99698794,0.93502825,0.07949432361171196,0.9661017
0.01711546659777695,0.9945375,0.994012,0.9950635,0.9719888,0.980226,0.05840104331504448,0.9759887
0.01752249253249116,0.9936564,0.99365973,0.99365973,0.98300284,0.980226,0.0644202586880847,0.98163843
0.02172460433291215,0.99189425,0.9922508,0.9915523,0.99703264,0.9491525,0.08152002470234361,0.97316384
0.01180837504483661,0.9952423,0.99577314,0.994722,0.9747191,0.980226,0.04280956706826675,0.97740114
0.014547995240324985,0.9954185,0.99506867,0.99577016,0.9532967,0.980226,0.07961949893143679,0.9661017
0.011551255699583547,0.9954185,0.99577314,0.9950722,0.99127907,0.96327686,0.07482111263930756,0.97740114
0.03804703213939123,0.9866079,0.9862628,0.986958,0.99705017,0.9548023,0.07425933207337887,0.9759887
0.024555245650366014,0.990837,0.99084187,0.99084187,0.9745763,0.9745763,0.07272988179235557,0.9745763
0.008427547808769385,0.9970044,0.9978866,0.9961322,0.97229916,0.9915254,0.054407404609691117,0.98163843
0.006020671592549409,0.99806166,0.99859107,0.99753696,0.96153843,0.98870057,0.08688425864801692,0.9745763
0.012788743713095227,0.9961234,0.9961254,0.9961254,0.97206706,0.9830508,0.05763148106595154,0.97740114
0.0073154238136157,0.99735683,0.99753433,0.9971831,0.9719888,0.980226,0.0653610953446887,0.9759887
0.002535040359610757,0.9992952,0.99929553,0.99929553,0.99421966,0.9717514,0.05256631529129026,0.9830508
0.0033711789785638158,0.99876654,0.99894327,0.99859154,0.9722222,0.98870057,0.04775626939048852,0.980226
