loss,val_accuracy,precision,val_recall,recall,val_loss,val_precision,accuracy
0.2945051437859207,0.94898856,0.8800721,0.9086116,0.857645,0.13299084535508576,0.9885277,0.8702869
0.14818616623250974,0.94810903,0.95941377,0.9666081,0.93475395,0.12672481715467232,0.9322034,0.94756514
0.10449677874161319,0.9630607,0.9666073,0.97012305,0.9538664,0.08723427564662473,0.95667243,0.9604265
0.0877819680994562,0.97361475,0.97257245,0.97012305,0.96594906,0.07017130521633047,0.9769912,0.96933055
0.07459743479787749,0.9630607,0.9767442,0.9771529,0.9688049,0.08144847700175298,0.95042735,0.9728482
