loss,val_accuracy,recall_3,accuracy,precision_3,val_loss,val_precision_3,val_recall_3
0.27740401230355555,0.95778364,0.88137084,0.8811696,0.88117725,0.11880048478302208,0.96936935,0.94551843
0.15588536343967613,0.9525066,0.92904216,0.9423986,0.9546275,0.12057785442648342,0.9509632,0.9543058
0.11875800009353131,0.9639402,0.9512302,0.9591074,0.96651787,0.11441141971483283,0.9925373,0.93497366
0.09421160536093302,0.9551451,0.96023726,0.96471363,0.96896476,0.10826371900233413,0.9259868,0.98945516
0.08374696635227097,0.9780123,0.9707821,0.97086954,0.97099537,0.054354279251216574,0.98056537,0.97539544
0.06988750383064994,0.97361475,0.9747364,0.9759261,0.9770976,0.07192327114984769,0.96707106,0.9806678
0.06299376112571678,0.98240983,0.9762742,0.9757063,0.975203,0.053712413428002634,0.98242533,0.98242533
0.06049245145797098,0.97185576,0.97956944,0.9788941,0.97827995,0.05923246193871601,0.95897436,0.9859402
0.04761149929075371,0.9797713,0.9822056,0.9815324,0.9809127,0.05491506987051419,0.9927798,0.9666081
0.04760387070977619,0.98504835,0.9835237,0.9828515,0.98222905,0.04888385381877316,0.99640286,0.97363794
0.05079513355905087,0.98328936,0.9839631,0.98274153,0.98159105,0.04840065529823008,0.98415494,0.98242533
0.037778247594782606,0.98065084,0.9887961,0.9870287,0.9853327,0.048189476511696895,0.99637026,0.9648506
0.03485237215976325,0.9797713,0.9872584,0.9858195,0.9844469,0.05070186878801791,0.9840425,0.97539544
0.03325043276794747,0.98328936,0.98835677,0.98691875,0.9855422,0.06414413003916325,0.98758864,0.9789104
0.03598212114381494,0.9841689,0.9872584,0.98636913,0.9855263,0.046996247370552,0.98248684,0.9859402
0.029675911719360695,0.98065084,0.9903339,0.98977685,0.9892473,0.05061197144773058,0.98236334,0.9789104
0.03192913711992689,0.98504835,0.9887961,0.98878753,0.9887961,0.05958324310672289,0.99110323,0.9789104
0.02701630292769677,0.98504835,0.99077326,0.98933715,0.9879518,0.06212079728995442,0.9859155,0.9841828
0.040199415083945526,0.98328936,0.9887961,0.9870287,0.9853327,0.04672774728840398,0.9790941,0.9876977
0.02864198927523518,0.9771328,0.98967487,0.99032646,0.9909811,0.08092307902706396,0.97053725,0.9841828
0.02261610575323244,0.9859279,0.99121267,0.99098605,0.9907773,0.0447536105762204,0.98938054,0.98242533
0.030943072586678975,0.9841689,0.99077326,0.99098605,0.9912088,0.04763208470727888,0.9858906,0.98242533
0.03053788676924311,0.98240983,0.9905536,0.99010664,0.9896839,0.06792981641642147,0.9945946,0.97012305
0.02328731471438698,0.98153037,0.9918717,0.99263495,0.9933993,0.048147823301806975,0.99103945,0.9718805
0.03203313479575717,0.9841689,0.9890158,0.98966694,0.99032116,0.049067969596698534,0.98761064,0.9806678
