loss,val_accuracy,recall_4,precision_4,val_loss,val_recall_4,accuracy,val_precision_4
0.34713694597590855,0.9190853,0.84600174,0.8448881,0.1812141942108289,0.8471002,0.8452237,0.98973304
0.17065596373837782,0.9525066,0.9204745,0.9494675,0.13391782493080523,0.9367311,0.9356931,0.9673321
0.1261121547462142,0.9401935,0.9420035,0.96533096,0.1573327425345183,0.9789104,0.9540508,0.908646
0.10325133287718342,0.9771328,0.9534271,0.96961576,0.06619675430274008,0.97012305,0.9617456,0.98395723
0.08575004038889772,0.9762533,0.96133566,0.97309315,0.07123798668337604,0.9560633,0.96735185,0.996337
0.07165727499650622,0.9727353,0.9666081,0.9775605,0.0748665953208458,0.9507909,0.97218865,0.9944853
0.0646935313791584,0.9762533,0.9747364,0.977959,0.05513684455999139,0.9666081,0.97636586,0.98566306
0.06459354534771981,0.9771328,0.97275925,0.9772677,0.051466683821998684,0.97539544,0.9750467,0.978836
0.04854437102336187,0.9797713,0.97913,0.983451,0.0520720310364155,0.97363794,0.9813125,0.9857651
0.05270941639666902,0.98153037,0.97825134,0.98495907,0.04417165535533139,0.9771529,0.9816423,0.9858156
0.044233906680485324,0.97889185,0.9828647,0.9820018,0.05693700869654798,0.9806678,0.9824118,0.97723293
0.0424944071499474,0.9780123,0.9848418,0.9848418,0.05887980062129919,0.9859402,0.98483014,0.9705882
0.0439782725151733,0.9771328,0.9830844,0.98611724,0.06684888802923365,0.9560633,0.9846103,0.99816513
0.03196964427096293,0.9841689,0.9885765,0.98662573,0.04771448019226529,0.9841828,0.98757833,0.9841828
0.038306060056705046,0.98240983,0.9865993,0.9848684,0.06018968812408749,0.9666081,0.98570955,0.9981851
0.037077858185645185,0.9859279,0.9857206,0.9872387,0.03977389209249729,0.9789104,0.98647904,0.99286985
0.030289020502241613,0.97361475,0.9885765,0.9894459,0.09615770630817479,0.94727594,0.98900735,1.0
0.027367594467518387,0.9876869,0.98945516,0.9903254,0.02582534408893883,0.9806678,0.98988676,0.9946524
0.033887975119461095,0.9780123,0.98989457,0.9885915,0.04871922107282545,0.9718805,0.98922724,0.9839858
0.031423668894419436,0.98153037,0.98967487,0.98967487,0.06541013539366754,0.9771529,0.98966694,0.9858156
0.027535014882743392,0.98240983,0.98945516,0.9903254,0.05709766622461056,0.9771529,0.98988676,0.9875666
0.026843421022599078,0.98504835,0.9901142,0.98946214,0.04811563813071541,0.9789104,0.98977685,0.99110323
0.02155505758404025,0.9771328,0.9920914,0.9918735,0.06983168744809842,0.9859402,0.99197537,0.96891195
0.021730037093562193,0.9841689,0.99253076,0.99318534,0.059833568618552185,0.98242533,0.9928548,0.9858906
0.02829677026693414,0.98153037,0.99121267,0.9890399,0.0448771208659944,0.9859402,0.99010664,0.9773519
0.01817073248749535,0.9797713,0.9942882,0.9925439,0.05077422459151157,0.97012305,0.99340445,0.9892473
0.02742790183696919,0.98504835,0.99077326,0.99033815,0.04817975974828151,0.9841828,0.99054635,0.9859155
0.02294407431477144,0.98153037,0.99253076,0.9923128,0.07642707669900231,0.9718805,0.9924151,0.99103945
0.018684342954478874,0.98504835,0.99275047,0.99275047,0.04205144060178921,0.9841828,0.99274486,0.9859155
0.014910934219381722,0.98328936,0.9947276,0.9951648,0.03854096676225658,0.9806678,0.9949434,0.9858657
0.02086467905173078,0.9797713,0.99275047,0.99296856,0.06014464584332001,0.97363794,0.9928548,0.9857651
0.02084280627625488,0.98328936,0.9934095,0.9912319,0.04192067784538433,0.97363794,0.99230516,0.9928315
0.021977018461181407,0.9797713,0.9914323,0.99361515,0.06203228746448085,0.9666081,0.992525,0.9927798
0.023205962179512606,0.9859279,0.9934095,0.99275523,0.032030956893956866,0.98242533,0.99307466,0.98938054
0.013671976063573075,0.9797713,0.99362916,0.9951595,0.07127079858020847,0.9666081,0.99439377,0.9927798
0.025335848054526308,0.9876869,0.9929701,0.9929701,0.03535674851166101,0.9841828,0.9929647,0.99115044
0.017426944633727,0.97889185,0.9945079,0.9938529,0.11805582790138297,0.9718805,0.9941739,0.98573977
0.017916990700063744,0.9841689,0.9960457,0.9942982,0.04167832751544203,0.9771529,0.99516326,0.9910873
0.011481631566334609,0.9868074,0.9969244,0.9956121,0.0433029212968521,0.9841828,0.9962625,0.9893993
0.012532303584485054,0.98153037,0.99626535,0.99517226,0.06752016310054718,0.97539544,0.9957129,0.9875445
0.014581976717228957,0.98504835,0.99538666,0.99451274,0.04250979771835233,0.9806678,0.9949434,0.9893617
0.013368895538953629,0.9859279,0.99538666,0.99451274,0.06925028356869935,0.9718805,0.9949434,1.0
0.017551927323660538,0.98504835,0.99362916,0.9945031,0.06755336953056477,0.9771529,0.994064,0.99285716
0.011766322379811327,0.9876869,0.9975835,0.9967076,0.06850333890396214,0.9806678,0.9971419,0.9946524
0.014413015633642143,0.9868074,0.99648505,0.99473685,0.07225262933786779,0.9771529,0.99560297,0.9964158
0.013719019498249373,0.9868074,0.99626535,0.99626535,0.05669361670823515,0.9876977,0.9962625,0.9859649
0.022443142933002203,0.9876869,0.99494725,0.9945103,0.06325904982594828,0.9859402,0.99472356,0.98941797
0.007788151463327434,0.98504835,0.9971441,0.9967062,0.2497587617979649,0.9771529,0.9969221,0.99285716
0.013150754339709466,0.9797713,0.9960457,0.9949528,0.1980593744041216,0.9648506,0.995493,0.9945652
0.01635204481983231,0.9894459,0.99494725,0.99560344,0.062401309174857894,0.9859402,0.9952732,0.99292034
