accuracy,precision_2,val_loss,val_accuracy,loss,val_precision_2,val_recall_2,recall_2
0.8382379,0.8664632,0.25321716945723627,0.90112996,0.3872028792508373,0.9580645,0.83898306,0.79992956
0.91101325,0.9249818,0.18945851724194943,0.9223164,0.22157147120799262,0.95166165,0.8898305,0.8946812
